Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7891cd39feac16a056e5aeaf582b6411bdad1368894cde4d48334b8099400921,2017-03,Essex Police,Essex Police,0.293549,51.489465,On or near GILBERT ROAD,E01015982,Thurrock 019A,Investigation complete; no suspect identified
a04c1228845576154e96e37de494472eb815ea49a25c29f257270808657e097c,2017-03,Essex Police,Essex Police,0.761816,51.536874,On or near Parking Area,E01015890,Southend-on-Sea 016B,Investigation complete; no suspect identified
de8653f41140a2d1128f763d46150fd07d71667178b5a74115e162fb36144b23,2017-03,Essex Police,Essex Police,0.540213,51.754970,On or near THE CHASE,E01021536,Chelmsford 005A,Investigation complete; no suspect identified
35e9481506ba164d7202cf22fc97a6d31c98ddb449ac254a4f7b18d6c9c815fe,2017-03,Essex Police,Essex Police,1.190332,51.802314,On or near YORK ROAD,E01022035,Tendring 012D,Investigation complete; no suspect identified
52543b79774f2eab775a64c5504f317ea18e0a8c9bf33e5e5313220d950b19f3,2017-03,Essex Police,Essex Police,0.568429,51.534632,On or near SOMNES AVENUE,E01021503,Castle Point 010D,Investigation complete; no suspect identified
91fd3b0f9f19de139f2dbe11d350edce2d55f7656eb524d5a00bb3b8f5550c7e,2017-03,Essex Police,Essex Police,0.598298,51.522040,On or near HERBERT ROAD,E01021497,Castle Point 012D,Investigation complete; no suspect identified
54700fa87f4d402f7a8715df7bba1aecba81d43e88b96afdda35d7c8751ab56f,2017-03,Essex Police,Essex Police,1.081803,51.943781,On or near Parking Area,E01022020,Tendring 003F,Investigation complete; no suspect identified
36e0023992b4f0a40366a103f53d63f753d7e15ece31478231f71e08286e6de8,2017-03,Essex Police,Essex Police,0.592497,51.521692,On or near FURTHERWICK ROAD,E01021498,Castle Point 011B,Investigation complete; no suspect identified
c333e515be8b1abe9e0c0ada0ba07c70c7ca1bc51a1b51cf932721ccaf045035,2017-03,Essex Police,Essex Police,0.937766,51.885517,On or near LAING ROAD,E01021700,Colchester 008E,Investigation complete; no suspect identified
20090ea1868be17e9d91faea34e446116b5f6978df6754013bfb0ad55570f16b,2017-03,Essex Police,Essex Police,0.527816,51.859557,On or near LEVENS WAY,E01021384,Braintree 013C,Investigation complete; no suspect identified
5d097fc08c49064aff8487fd1c65c5bf4b4635697432ce5f0f9963e163473709,2017-03,Essex Police,Essex Police,0.593599,51.523835,On or near ELDER TREE ROAD,E01021493,Castle Point 009B,Investigation complete; no suspect identified
788fd51950f91aa4d2d8cb279aca400ef95b27554c0b606c31646c5dca37b42f,2017-03,Essex Police,Essex Police,0.548082,51.878913,On or near Supermarket,E01021365,Braintree 009D,Investigation complete; no suspect identified
2798dd99cfe4cd8b63c671d75ba109cca9451ddd616de563d71ed38608b9dfef,2017-03,Essex Police,Essex Police,0.368407,51.482653,On or near Petrol Station,E01015934,Thurrock 012B,Investigation complete; no suspect identified
d0930c23b4e154bbc03903911518c6e37838aed88f3ffa722d2478a559f3c1d8,2017-03,Essex Police,Essex Police,0.445124,51.729433,On or near SHERWOOD DRIVE,E01021631,Chelmsford 009E,Investigation complete; no suspect identified
82612ed35d170a06c7bddacb7467587827ede861d4f207363062f2b8de8df95d,2017-03,Essex Police,Essex Police,0.484648,51.750601,On or near BOYNE DRIVE,E01021623,Chelmsford 004E,Investigation complete; no suspect identified
94ffcd1526cf0f9ba3ff1e9782f2655e64ab923aade41cb27121709983394cc2,2017-03,Essex Police,Essex Police,0.353555,51.480659,On or near DOCK APPROACH ROAD,E01015967,Thurrock 014B,Investigation complete; no suspect identified
107f875111aa5aae104fdbde567c12517e0df353d95ae05aebbceb1e8f448d64,2017-03,Essex Police,Essex Police,0.444776,51.563940,On or near Supermarket,E01021294,Basildon 020A,Investigation complete; no suspect identified
fc1cc4b3d3071444349c481bf79ce890a43dc2ca892f459b9a66eae3754c004f,2017-03,Essex Police,Essex Police,0.561494,51.523605,On or near ST PETERS ROAD,E01021503,Castle Point 010D,Investigation complete; no suspect identified
5c60bf86c681e8af0e1cc324c8c8c96e01564b04ebbc630ab35f9726b077db0f,2017-03,Essex Police,Essex Police,0.704330,51.536118,On or near CAMBRIDGE ROAD,E01015853,Southend-on-Sea 015C,Investigation complete; no suspect identified
f2dba24bb890bc9f6f5e3c199be758f0248c1c44ad5a8a0fec29b8dd2855f491,2017-03,Essex Police,Essex Police,0.505179,51.750327,On or near PRIMULA WAY,E01021618,Chelmsford 007A,Investigation complete; no suspect identified
ff5da31911e58a68dcb10d16ae757226dd436fc0813611e3d42d9ef0ff8f1c21,2017-03,Essex Police,Essex Police,0.504566,51.563587,On or near Pedestrian Subway,E01021310,Basildon 022B,Investigation complete; no suspect identified
c0372013e8474f7c6cb0e2f4fc080141236479a3d5a8026fa5251718e5a9afc5,2017-03,Essex Police,Essex Police,0.709094,51.540820,On or near Supermarket,E01015895,Southend-on-Sea 010A,Investigation complete; no suspect identified
bff8d450786c2485bf000ea6d3388e30dd1a27d6ef622cd26b51eed9f3aa14c3,2017-03,Essex Police,Essex Police,0.622101,51.807499,On or near SAMPHIRE CLOSE,E01021425,Braintree 016B,Investigation complete; no suspect identified
e2076f67bbeb9c7993e8df5c1d3cf8b79e9ba5bdd0204f5d7f687f6497fb3bfe,2017-03,Essex Police,Essex Police,0.459784,51.736169,On or near CRAMPHORN WALK,E01021575,Chelmsford 009B,Investigation complete; no suspect identified
0283d2e3bbe04280d172722323362c70c938dd9668fe2f675dc498f21ba2f0d3,2017-03,Essex Police,Essex Police,1.099820,51.774408,On or near DAIMLER AVENUE,E01021988,Tendring 018A,Investigation complete; no suspect identified
eeb175459fedfd826128d7cc50664dcd06c24997a72e51ea77d3808e432689b8,2017-03,Essex Police,Essex Police,0.700892,51.534795,On or near WESTCLIFF PARADE,E01015853,Southend-on-Sea 015C,Investigation complete; no suspect identified
97524e8c2abcb1a17663166dcf8ad86e6becbb81819cf019828b900035c34a16,2017-03,Essex Police,Essex Police,1.159236,51.793926,On or near SKELMERSDALE ROAD,E01022049,Tendring 014D,Investigation complete; no suspect identified
024d41d994cce71938a914b8a6e02bb19223f0e2bd499ec6606ab4a27330b281,2017-03,Essex Police,Essex Police,1.152103,51.794810,On or near WELLESLEY ROAD,E01022043,Tendring 014B,Investigation complete; no suspect identified
e2860c199f22d70152e2135d3d18789bc7e46f4ba80b59f84531e9154cf431f4,2017-03,Essex Police,Essex Police,1.012774,51.806182,On or near Parking Area,E01021980,Tendring 011B,Investigation complete; no suspect identified
5fc808f91429f6ac2c126b1d6dfb5fc8b81f1662e0139bc466fc4dc0e393cb0e,2017-03,Essex Police,Essex Police,0.907575,51.864054,On or near STANSTED ROAD,E01021638,Colchester 018B,Investigation complete; no suspect identified
97db4674030c376e9b0828b104a5c6e6de5e23654f5f2483b26e4058f4fa1ded,2017-03,Essex Police,Essex Police,0.439835,51.520156,On or near COOMBE RISE,E01015985,Thurrock 003B,Investigation complete; no suspect identified
b14f5a8ec7fb7b75f2878f01548f66c518ea335ef586d2df3b87c27b895e6a1c,2017-03,Essex Police,Essex Police,1.162243,51.792127,On or near ST PAUL'S ROAD,E01022049,Tendring 014D,Investigation complete; no suspect identified
dd468ae0fc011ae1b04d86cf480a3fd0c15bda7ea37b6cb864b6855ef1eedb12,2017-03,Essex Police,Essex Police,0.364492,51.469071,On or near BERKELEY TERRACE,E01016007,Thurrock 018E,Investigation complete; no suspect identified
485dee180e050eca57eca787f64be23d1bb5f34f70b22d2543d8486ac178402a,2017-03,Essex Police,Essex Police,0.249374,51.498379,On or near MANNING STREET,E01015922,Thurrock 008A,Investigation complete; no suspect identified
b6c533faea538d115418b77951aeed4361d5f3fd674b01ff44de47c4917e9ff9,2017-03,Essex Police,Essex Police,0.464594,51.756950,On or near ESSEX AVENUE,E01021588,Chelmsford 006B,Investigation complete; no suspect identified
283659f3474bbd696faf1325695752615da6f0b14d99bd441f1204897ab90a40,2017-03,Essex Police,Essex Police,0.696459,51.596152,On or near Supermarket,E01021932,Rochford 007B,Investigation complete; no suspect identified
4b20f218788a801a824f4afc607db87d68fa8f44fcdd383cd649282d9fa15089,2017-03,Essex Police,Essex Police,0.730798,51.540290,On or near Petrol Station,E01015844,Southend-on-Sea 014F,Investigation complete; no suspect identified
e20540004b0dcce2ca67516f591c0888d387a54150e8e3675a9d91ef9ad3eee7,2017-03,Essex Police,Essex Police,0.132577,51.757347,On or near CHAPEL LANE,E01021836,Harlow 008D,Investigation complete; no suspect identified
a0f39f10673b4c9c0c0e1a495a9800de3415cbed5c3aa057a46817831e1430eb,2017-03,Essex Police,Essex Police,0.907575,51.864054,On or near STANSTED ROAD,E01021638,Colchester 018B,Investigation complete; no suspect identified
178be768afb68614e302b6db0502b3321ebcb81ce1c77b9a3b0c6b627c93a28d,2017-03,Essex Police,Essex Police,0.074959,51.751221,On or near Sports/Recreation Area,E01021864,Harlow 011C,Investigation complete; no suspect identified
0ee5aecb3e9dc5ede5532aa0441ba17a4620c34d74861f6e877fbcc6918c4168,2017-03,Essex Police,Essex Police,1.035237,51.793291,On or near COLNE VIEW,E01022046,Tendring 011E,Investigation complete; no suspect identified
4bad1a946f6f5e4e3df7b954dc73e2f2e93c8b9d7c739dab13c97db55308cf23,2017-03,Essex Police,Essex Police,0.851585,51.889689,On or near LONDON ROAD,E01021675,Colchester 009C,Investigation complete; no suspect identified
8a8d4573951c7361012633e859a34096cc4f777c9d099395f0ef42c92510af0a,2017-03,Essex Police,Essex Police,0.913572,51.920394,On or near VALENS CLOSE,E01033721,Colchester 002G,Investigation complete; no suspect identified
4954aa773605527047cd8ef8bb1210294eb9687f480255b4826a4273995406ce,2017-03,Essex Police,Essex Police,0.090817,51.759231,On or near KINGSLAND,E01021868,Harlow 007B,Investigation complete; no suspect identified
a64bc257aba523e085861b4a5cd68cf26af04534c489190d73014cb1a2b9c648,2017-03,Essex Police,Essex Police,0.119433,51.751425,On or near Sports/Recreation Area,E01021837,Harlow 008E,Investigation complete; no suspect identified
ad09b2227cb5776cc182736ee6adc5382e434587bac4e29f92e68c418dfe2784,2017-03,Essex Police,Essex Police,0.106487,51.771190,On or near ST MICHAEL'S CLOSE,E01021849,Harlow 003A,Investigation complete; no suspect identified
c2e868f6e0a8bad8d26a93265b99084384dca0fd03586dc697791908dcb810ba,2017-03,Essex Police,Essex Police,0.511579,51.738256,On or near WEBB CLOSE,E01021545,Chelmsford 008B,Investigation complete; no suspect identified
c78bf11edfe1c714b044959ac820b0cf61f838985f172538a654f618495f5302,2017-03,Essex Police,Essex Police,1.145689,51.793723,On or near WATSON ROAD,E01021968,Tendring 017A,Investigation complete; no suspect identified
52e9849da993f174031a91969e5630c6c9eb78947851242cfe88a2e523b2a465,2017-03,Essex Police,Essex Police,0.520508,51.612565,On or near HIGH STREET,E01021331,Basildon 008A,Investigation complete; no suspect identified
576ab7e2af5b85f6ac05ec95665cf9df77215827ec550e448d3026455615b680,2017-03,Essex Police,Essex Police,0.534544,51.868918,On or near A120,E01021383,Braintree 010C,Investigation complete; no suspect identified
7baefda00da85df3efc7c808158779c991222989890d533132d295c640c14fe0,2017-03,Essex Police,Essex Police,0.477737,51.740809,On or near Police Station,E01021574,Chelmsford 010A,Investigation complete; no suspect identified
b6d996d5e8da24201d07421d0c0816eb7a18eb84d921afcc63fbc12721a51b63,2017-03,Essex Police,Essex Police,0.604158,51.527468,On or near TEWKES ROAD,E01021495,Castle Point 009C,Investigation complete; no suspect identified
68562572ca05d5483a8b4b5681b0c8ad849ed1d5f0860a4b4526e8732f646dc4,2017-03,Essex Police,Essex Police,0.491796,51.577574,On or near EXETER CLOSE,E01021271,Basildon 013A,Investigation complete; no suspect identified
950b794e27bc7f3cd82b9052c829141984f2574a14a1e5e58756e4714fdb4717,2017-03,Essex Police,Essex Police,0.591545,51.528035,On or near WITTEM ROAD,E01021494,Castle Point 008B,Investigation complete; no suspect identified
cdf68c8f98cd4f267a4dffae73e4aae4f9e674cc5633061ab2c9974dadcb2247,2017-03,Essex Police,Essex Police,0.419266,51.513136,On or near RAYLEIGH ROAD,E01015991,Thurrock 005B,Investigation complete; no suspect identified
139bc9720494b1a9f88c6999c01e15d4db9e6011a9acaecc6e2b09623685e88e,2017-03,Essex Police,Essex Police,0.619153,51.644409,On or near Shopping Area,E01021613,Chelmsford 019C,Investigation complete; no suspect identified
27718b7981da7cc261c80fdb29b97351822f67ce32aeafd65a2eba5b9d0db9d6,2017-03,Essex Police,Essex Police,0.470773,51.734229,On or near MARKET ROAD,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
0082f284a1cfe2ef29e6adb6201e8c9bafd4197ae36bb8a3335d53f5577b0bc8,2017-03,Essex Police,Essex Police,0.472987,51.734470,On or near NEW STREET,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
2b924fa007a3056dc736c739f87ab53470d355b5a8feea1bac4af135070d3915,2017-03,Essex Police,Essex Police,0.508821,51.568281,On or near CORFE CLOSE,E01021316,Basildon 018D,Investigation complete; no suspect identified
776398822b2e547f189e870994129c32fa8e28f8a39f39f42d085e84ab3af8ea,2017-03,Essex Police,Essex Police,0.731899,51.547117,On or near GROVELANDS,E01015870,Southend-on-Sea 006B,Investigation complete; no suspect identified
966c7124a536b68637c31e2b84b30745e0e089443cf1bf9a59ba083417f8dee4,2017-03,Essex Police,Essex Police,0.019805,51.690854,On or near PATERNOSTER HILL,E01021814,Epping Forest 007C,Investigation complete; no suspect identified
00dd2db6d321356bc9567380d04add3ed7d94f2b0ec11d00ed1287afbb52d4bb,2017-03,Essex Police,Essex Police,0.500840,51.570358,On or near TRAVERS WAY,E01021305,Basildon 013D,Investigation complete; no suspect identified
bd5ba677830bfad468190547718781b8172a249f75176d2f8a7820014452d0b2,2017-03,Essex Police,Essex Police,0.559642,51.876000,On or near ROSE GARDENS,E01033458,Braintree 009E,Investigation complete; no suspect identified
23f76b1753dd662d53d98f967589b7885e3851a26c717de1c53c33ad24703df3,2017-03,Essex Police,Essex Police,0.463490,51.569268,On or near Supermarket,E01021318,Basildon 015C,Investigation complete; no suspect identified
2ee498e69b0ccf4de26a032765c1843067e29338153c1202146a3cd2ea1a55b8,2017-03,Essex Police,Essex Police,0.440924,51.515727,On or near CONRAD ROAD,E01015990,Thurrock 003D,Investigation complete; no suspect identified
e642eb2ba3922f4aced590ea9c534ffa5aa614b3c787fc799b58f776d519d9b9,2017-03,Essex Police,Essex Police,1.145865,51.797091,On or near COPPINS ROAD,E01021970,Tendring 016A,Investigation complete; no suspect identified
aa358a174f04285065ccfa6366197de519b5513bd0f3bf86e55e87080d2bcfc5,2017-03,Essex Police,Essex Police,0.532362,51.611959,On or near ST CHARLES DRIVE,E01021336,Basildon 005B,Investigation complete; no suspect identified
1893dc86b1aec3937a1120326a7b6cdb8cdb4646951fb7cbff1faff7b5b4d766,2017-03,Essex Police,Essex Police,0.314479,51.499396,On or near A13,E01015994,Thurrock 009D,Investigation complete; no suspect identified
8df9fbf2b9edded1f89f0fa64e1e8f68669bf362b01391088dc8ae399b70f93a,2017-03,Essex Police,Essex Police,0.630444,51.937686,On or near Sports/Recreation Area,E01021393,Braintree 004E,Investigation complete; no suspect identified
e1febdcc65347d101bd9f8a503d961914b44e15c9d483dcdd641f6f9ca8ed157,2017-03,Essex Police,Essex Police,0.030025,51.691613,On or near PICK HILL,E01021814,Epping Forest 007C,Investigation complete; no suspect identified
9d208b35c3ea287b2e67a1c8c7ba0202583c2143545af460c98361708085d94b,2017-03,Essex Police,Essex Police,0.488889,51.724692,On or near MEADGATE AVENUE,E01021563,Chelmsford 014B,Investigation complete; no suspect identified
32c040f951b5283f9aeae421fffc89ed0da57da83b8b1e7b2f1f972a9062c046,2017-03,Essex Police,Essex Police,0.617481,51.643493,On or near Queen Elizabeth Way,E01021613,Chelmsford 019C,Investigation complete; no suspect identified
fd907c463975974eae6d5f3e91e537b08eccee2d1d989ff9195e183eb2c04195,2017-03,Essex Police,Essex Police,0.323256,51.624819,On or near PARK WAY,E01021465,Brentwood 005D,Investigation complete; no suspect identified
59748bd11c8565a121d95c43de12688ecb9c7a1c841a4029faaa670d59c60fa2,2017-03,Essex Police,Essex Police,0.460736,51.568517,On or near CLAY HILL ROAD,E01021318,Basildon 015C,Investigation complete; no suspect identified
e29cb8003a6376a57c0b89ffe0e9834eb8e0cb2d3ade1cf8c2fdd05a9d062cc0,2017-03,Essex Police,Essex Police,1.182383,51.803357,On or near Supermarket,E01022034,Tendring 012C,Investigation complete; no suspect identified
568e30400682804558943162a59db9d03dddda0749e0dd97f86adc03617a1d74,2017-03,Essex Police,Essex Police,0.055328,51.648719,On or near Parking Area,E01021791,Epping Forest 012F,Investigation complete; no suspect identified
a329432bab46bdd926729553e8204b4f1b8fbcc4738126015fdbf52694bfee5c,2017-03,Essex Police,Essex Police,0.503524,51.567737,On or near MAYDELLS,E01021317,Basildon 018E,Investigation complete; no suspect identified
3222cf6c359c090c6ddcaaf1aae3348ca706bd0325d3ded7d2b7808222208f59,2017-03,Essex Police,Essex Police,1.120185,51.782944,On or near JAYWICK LANE,E01022036,Tendring 017C,Investigation complete; no suspect identified
c22e67073153d440b3f136608c726c3d0deefaf220ad78d3a7499e48259422cd,2017-03,Essex Police,Essex Police,0.934897,51.889888,On or near VERONICA WALK,E01021699,Colchester 008D,Investigation complete; no suspect identified
e3001d3074e661340d1f31c4444f3c2c395b32b961b91dc59e9256168ffe4838,2017-03,Essex Police,Essex Police,0.288589,51.485920,On or near FLEMMING ROAD,E01033613,Thurrock 019D,Investigation complete; no suspect identified
bf15f3da7ee502e48be71e6e7774028b1e099007b69c8ccb8d975bbd34c12c56,2017-03,Essex Police,Essex Police,0.932822,51.891064,On or near ELM CRESCENT,E01021699,Colchester 008D,Investigation complete; no suspect identified
331dd5b0dc7dfc50e956ad3f578fa0d910f77abe99a5b0eecba57d78d8a5281e,2017-03,Essex Police,Essex Police,0.289521,51.480371,On or near SOUTHWELL CLOSE,E01033611,Thurrock 019C,Investigation complete; no suspect identified
43ee70e96fe49ea35719d4b925ac37a92272bbf1fa33e853112ebd0e4bf78782,2017-03,Essex Police,Essex Police,0.362790,51.462873,On or near QUEBEC ROAD,E01016009,Thurrock 018G,Investigation complete; no suspect identified
e432488461a4c214ad345a74fc2a741052b62aaab4d2c729238730129e26289e,2017-03,Essex Police,Essex Police,0.454300,51.730663,On or near WATERHOUSE LANE,E01033138,Chelmsford 009F,Investigation complete; no suspect identified
59761b4b081fc9b3ed42e2bebd4585439ba0d036ab69c4ece7e7215c6ae5728e,2017-03,Essex Police,Essex Police,0.472270,51.734594,On or near TINDAL STREET,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
a318bba48c528d63e1b6cbe61fc10fd3a1c1c4cae5e0ef2be852cc74daaef011,2017-03,Essex Police,Essex Police,0.270445,51.486039,On or near Parking Area,E01016012,Thurrock 015C,Investigation complete; no suspect identified
dec4aa12ae9bdcc085bbe741f42d2c24b4db763e2417cf9b3059d3ef043d67ef,2017-03,Essex Police,Essex Police,1.254665,51.937326,On or near SWEDEN CLOSE,E01022007,Tendring 002D,Investigation complete; no suspect identified
d967c7438a06c9978c2783a33de0892599ce56eaa2f7946b0b25bb59d32586c9,2017-03,Essex Police,Essex Police,0.526856,51.626988,On or near SOUTH HANNINGFIELD WAY,E01021595,Chelmsford 021C,Investigation complete; no suspect identified
42959f9371168b1f883d72ebc8bd1ecd3967f303a866902a9c58cdf17f412223,2017-03,Essex Police,Essex Police,0.042264,51.769635,On or near BAKERY CLOSE,E01021801,Epping Forest 002E,Investigation complete; no suspect identified
c16d40ceb4b2880cae110b2466757644e4ba2c14db8cef14213e05757b252e84,2017-03,Essex Police,Essex Police,0.714148,51.540424,On or near Parking Area,E01015895,Southend-on-Sea 010A,Investigation complete; no suspect identified
6ddff1e6b7a2b7bf975d78ac267909c32923af2544f80be5b8ffb066b34f35f8,2017-03,Essex Police,Essex Police,0.113864,51.777379,On or near GREAT PLUMTREE,E01021845,Harlow 002B,Investigation complete; no suspect identified
065673ed10d129006a4d31faeb6af1df7c2427dc5a8cceac356cb6a9f44d4153,2017-03,Essex Police,Essex Police,0.895248,51.895808,On or near JOHN HARPER STREET,E01021650,Colchester 007E,Investigation complete; no suspect identified
2bfbef86bea94d859d70993702c2a2adc061daaef3891a89d7107c6adc6d1a83,2017-03,Essex Police,Essex Police,0.477311,51.732761,On or near HIGH BRIDGE ROAD,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
f46ec9dff592d9667e3a50ccf5faab2ccda84a978a58c3c5fc2fbf1166cdd409,2017-03,Essex Police,Essex Police,0.482633,51.575232,On or near GOLDHANGER CROSS,E01021270,Basildon 012D,Investigation complete; no suspect identified
d30d839845f0df3172734498c1baf76c36ddd2922c697c74391a20e143ce6f8e,2017-03,Essex Police,Essex Police,0.485502,51.738181,On or near RANDULPH TERRACE,E01021628,Chelmsford 008E,Investigation complete; no suspect identified
c296861a329d12d76df6945d45d775e9922bf968d2ab4a23147823c2623982ee,2017-03,Essex Police,Essex Police,0.723380,51.536595,On or near YORK ROAD,E01015840,Southend-on-Sea 014B,Investigation complete; no suspect identified
88bd14c76137a926c313e21c59d6b79836446805f9d415880206f0ca32176972,2017-03,Essex Police,Essex Police,0.339788,51.489136,On or near LODGE LANE,E01015964,Thurrock 010B,Investigation complete; no suspect identified
a647cd8961597352963c3cf4646dbf803edb7591f5bb2b9d96f173ee1e68e6bc,2017-03,Essex Police,Essex Police,1.152215,51.788718,On or near Shopping Area,E01022025,Tendring 016B,Investigation complete; no suspect identified
58feb62d501b89f5eeb2b4c11938ab6b1e1c30c9b6376b175cc08d22c758d199,2017-03,Essex Police,Essex Police,0.691346,51.537254,On or near Parking Area,E01015851,Southend-on-Sea 015A,Investigation complete; no suspect identified
e2a64d4105874df63e4362751c607c0cea1fdb176a3014a671c119769be1145f,2017-03,Essex Police,Essex Police,0.711024,51.538338,On or near Parking Area,E01015854,Southend-on-Sea 015D,Investigation complete; no suspect identified
02840cafa2af26fdd698c06c5cc6252ebfa5938031de3846b4c5278434fb9306,2017-03,Essex Police,Essex Police,0.093027,51.753436,On or near Supermarket,E01021859,Harlow 010C,Investigation complete; no suspect identified
02ba3c713b98188d617cd7908ea724ddb233f6a425289da2bde2ee28fbe8b7a1,2017-03,Essex Police,Essex Police,0.474941,51.695462,On or near LOWER GREEN,E01021554,Chelmsford 017C,Investigation complete; no suspect identified
aada51c09cb12f82f5774ceec60857f14e93dc49bf98d81694c088b7004d54fc,2017-03,Essex Police,Essex Police,0.328663,51.630809,On or near Supermarket,E01021465,Brentwood 005D,Investigation complete; no suspect identified
a6a4e769046d5b40410d70107fd4092b26bcd5d5bf2121f52f1e081d20d8fa59,2017-03,Essex Police,Essex Police,0.462457,51.585127,On or near Nightclub,E01021268,Basildon 015B,Investigation complete; no suspect identified
9c5057f9f9e0fe49f576899bea10746c5b850bfd9c44020d742fe219e6868ea6,2017-03,Essex Police,Essex Police,0.328663,51.630809,On or near Supermarket,E01021465,Brentwood 005D,Investigation complete; no suspect identified
fe461ac8c948cf2f524d09fa37841a954a1d9d97873df2d8eaff364ed2743927,2017-03,Essex Police,Essex Police,0.468341,51.597810,On or near JUBILEE ROAD,E01021260,Basildon 009D,Investigation complete; no suspect identified
de2e27f1c9a6fb3bd4afc8de4e58cc4db1c477b866bda4fe506385c0a1ef10f7,2017-03,Essex Police,Essex Police,0.710593,51.554384,On or near Supermarket,E01015874,Southend-on-Sea 006F,Investigation complete; no suspect identified
b38ec71dfaccf5b095348cbb9e9fba60697523ed845c40f5b5feb0c01406f634,2017-03,Essex Police,Essex Police,0.202722,51.746575,On or near WIND HILL,E01021796,Epping Forest 003B,Investigation complete; no suspect identified
0fed7ef4316949bc4afdef60db4ba9664e7d184e1e3325ce782a3e1f887016a3,2017-03,Essex Police,Essex Police,0.453384,51.725250,On or near Bus/Coach Station,E01033138,Chelmsford 009F,Investigation complete; no suspect identified
b9d236d0d03ab79fd5e9fc50884150f3e20e16b7b788db59e715ffc3d2c8b55e,2017-03,Essex Police,Essex Police,0.301645,51.482040,On or near WEYMOUTH DRIVE,E01033610,Thurrock 019B,Investigation complete; no suspect identified
18669d09cce565626e95e8ff46c066e8a7ed320ea5f1a962829abde94d9e3fa3,2017-03,Essex Police,Essex Police,0.696543,51.537341,On or near RETREAT ROAD,E01015856,Southend-on-Sea 015F,Investigation complete; no suspect identified
b4ad303755e918dd6349f107f36e0679c88d5aa7546c57eded6f679d6f67d1d2,2017-03,Essex Police,Essex Police,0.403347,51.577854,On or near SEAX COURT,E01021277,Basildon 014D,Investigation complete; no suspect identified
4651bc3cb2c4c38feba48dd977ac74bd13ec54f9c2b84a1cd694b326506df5c7,2017-03,Essex Police,Essex Police,0.200447,52.064185,On or near PILGRIMS CLOSE,E01022094,Uttlesford 001D,Investigation complete; no suspect identified
0d1873d3fcbdda9637fb5955f74880b39a01bcf9f63ce55fe433121610b27424,2017-03,Essex Police,Essex Police,0.672185,51.542503,On or near PARK SIDE,E01015830,Southend-on-Sea 012D,Investigation complete; no suspect identified
bc7ed50038a68341ec31c2e455054d7fe6bf30a67f322f25d026f584fe0a8db3,2017-03,Essex Police,Essex Police,1.026271,51.810359,On or near THOMAS STREET,E01021981,Tendring 011C,Investigation complete; no suspect identified
6f4a013b4de19ca946585380d1e6cf8699d088d1247a7af2fc7afb8496591363,2017-03,Essex Police,Essex Police,0.418602,51.716843,On or near MARGARETTING ROAD,E01021634,Chelmsford 011D,Investigation complete; no suspect identified
12b0a5b0f40880fae29abd94a0eacab5f38e5043d8707625f4001022721096ba,2017-03,Essex Police,Essex Police,0.507506,51.575054,On or near Pedestrian Subway,E01021303,Basildon 011B,Investigation complete; no suspect identified
62f0cf6a160cdc3fef1839762fc22c20a3eacdc7fa1094a324d460e38645338f,2017-03,Essex Police,Essex Police,0.058523,51.609473,On or near THE CHILDERS,E01021752,Epping Forest 016D,Investigation complete; no suspect identified
3ab05c4d001abd3a7a58311bed0b6fb90faf6d9a9f0b9fa4afbc80028ebf2f9a,2017-03,Essex Police,Essex Police,0.273543,51.504586,On or near GROVES CLOSE,E01015928,Thurrock 007B,Investigation complete; no suspect identified
9fd5d9c447435b40d2d37f240c212e923c3205fc432e5aaff15fe48ce8671a70,2017-03,Essex Police,Essex Police,0.490023,51.577351,On or near CRAYLANDS,E01021270,Basildon 012D,Investigation complete; no suspect identified
4195695136d87a0acd186f4e7f87ca26ccf1ef9e36e28fe9e6b2edab6a157ac4,2017-03,Essex Police,Essex Police,0.886400,51.880008,On or near BUTT ROAD,E01021653,Colchester 013C,Investigation complete; no suspect identified
4883e2db87860a0f39ad7cd19507f10ba696baefbe5a98bb40b5625ea822923b,2017-03,Essex Police,Essex Police,0.284143,51.486609,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
35c08a37f43f2cc7b101ec8663e3ba12057a8726a59737ef7bec5b07a6af6081,2017-03,Essex Police,Essex Police,0.709743,51.544690,On or near Police Station,E01015895,Southend-on-Sea 010A,Investigation complete; no suspect identified
50263826c3d7da30da9f4a41cd68b841b9eacdbb22c23983718115af91bdd955,2017-03,Essex Police,Essex Police,0.562866,51.881074,On or near JOHN RAY STREET,E01021353,Braintree 009B,Investigation complete; no suspect identified
298883ec23c3944bef23b099c4d9ac72a335bbd6cea173165a872699d45d4813,2017-03,Essex Police,Essex Police,0.697836,51.547987,On or near MACDONALD AVENUE,E01015862,Southend-on-Sea 004F,Investigation complete; no suspect identified
3c5d13350fd5b8a5c13ad527534c4a04bdf448a5e297db154df7b0278ffda932,2017-03,Essex Police,Essex Police,0.035822,51.767543,On or near HANSELLS MEAD,E01021801,Epping Forest 002E,Investigation complete; no suspect identified
